,post_message,num_like_post,num_comment_post,num_share_post
879,"Cặp_đôi huyền_thoại của Chelsea đã kết_hợp rất tốt , tận_dụng sự chần_chừ của Liverpool để đem về sân Stamford_Bridge một tân_binh rất chất_lượng .",2,0,0
862,"Dịch Covid-19 bùng_phát dữ_dội không chỉ cướp đi sinh_mạng của hàng trăm_ngàn người trên thế_giới , mà_còn khiến nhiều quốc_gia điêu_đứng với kinh_tế sụt_giảm nghiêm_trọng .",4,0,10
953,"Bình_Định yêu_cầu rà_soát về tình_hình thực_hiện dự_án , pháp_nhân thực_hiện dự_án khu du_lịch nghỉ_dưỡng và biệt_thự sinh_thái FLC Cù_Lao_Xanh .",5,0,1
1530,"Đánh người ngay trong công_an Phường ở Thành_Phố Thái_Bình , công_lao cha_ông mình dựng nước lại để công_an bao_che cho giang_hồ ._Trời cao_xanh ơi .",278,126,20
923,Ý_tưởng hay [ < URL > ] ( <_URL_> ),20,8,10
276,"🔥 🔥 🔥 Light at the end of the tunnel - Ánh_sáng cuối đường_hầm ! Đó là tiêu_đề bài báo vừa được đăng_tải trên tờ Dailymail khi Ban tổ_chức giải bóng_đá Ngoại_hạng Anh cùng 20 CLB Premier_League đã thống_nhất mùa giải 2020 sẽ không hủy_bỏ và trở_lại vào ngày 13 , 14/6 trên SVĐ không khán_giả . ⚽ ️ Dù chỉ mới là kế_hoạch dự_kiến , bởi cho tới lúc này , đại_dịch Covid-19 vẫn đang diễn_biến hết_sức phức_tạp ở xứ sương_mù và chẳng ai có_thể khẳng_định , vào tháng 6 tới , thứ virus của quỷ dữ khi sẽ biến mất . Nhưng dù_sao , đó vẫn tin_vui của người hâm_mộ bóng_đá nước Anh cũng như thế_giới , trong bối_cảnh tất_cả các hoạt_động bóng_đá bị đóng_băng . ⚽ ️ Tính đến thời_điểm hiện_tại , giải Ngoại_hạng Anh 2019 / 2020 còn 92 trận chưa đấu . Trong đó 16 đội còn 9 vòng và 4 đội còn 10 trận . Để kết_thúc mùa bóng muộn nhất vào ngày 31/7 theo yêu_cầu của UEFA nhằm tiến_hành 2 Cúp châu_Âu trong tháng 8 , theo tính_toán của những nhà tổ_chức , Premier_League sẽ phải thi_đấu ráo_riết trong 40 ngày , với mật_độ 3 ngày / trận . ⚽ ️ Chưa kể địa_điểm thi_đấu tập_trung ở 1 vài sân trung_lập , hay vẫn thể_thức sân_nhà - sân khách ? rồi có hay không việc mở_cửa đón khán_giả ? vẫn đang là những tranh_cãi ... Ngay cả việc tổ_chức lại các trận đấu cũng kéo_theo nhiều vấn_đề phát_sinh như an_toàn cho cầu_thủ và chính các CĐV , thậm_chí nhiều đội bóng lớn của Ngoại_hạng Anh cho rằng giải đấu phải tiếp_tục là vì vấn_đề tiền bản_quyền truyền_hình , chứ không phải vì yếu_tố chuyên_môn ... ⚽ ️ Vậy giải Ngoại_hạng Anh - giải VĐQG hấp_dẫn nhất hành_tinh có_thể trở_lại được không ? Và sẽ trở_lại như thế_nào , với kết_cục ra_sao ? Chức vô_địch có được trao cho Liverpool ? MU có suất tham_dự Cúp_C1_châu_Âu ? Đội_bóng nào sẽ xuống hạng mùa này ? ... ⏳ ⏳ ⏳ Tất_cả câu hỏi của quý vị đều được BLV Trương_Anh_Ngọc giải_đáp trong chương_trình HOT TREND Thể_thao số 5 : Ánh_sáng cuối đường_hầm cho giải Ngoại_hạng Anh phát_sóng trực_tiếp vào lúc 15 h00 thứ_Năm ngày 23/4/2020 trên : 👉 Fanpage báo Thể_thao &_Văn_hó < URL > 👉 Youtube báo Thể_thao & Văn_hóa : < URL > 🎁 🎁 🎁 Mời quý vị đón xem ! 📌 Hiện là Trưởng_phòng Thư_ký tòa_soạn báo Thể_thao & Văn_hóa ( Thông_tấn_xã Việt_Nam ) , Trương_Anh_Ngọc được biết nhiều với tư_cách là một trong những phóng_viên thể_thao hàng_đầu Việt_Nam , đặc_biệt về bóng_đá và nhất_là bóng_đá Ý . Ngoài_ra , anh cũng nổi_tiếng là một trong những bình_luận_viên được yêu_thích qua nhiều giải đấu trong nước cũng như quốc_tế . Kể từ năm 2010 , anh là phóng_viên Việt_Nam đầu_tiên và duy_nhất tới nay được tạp_chí danh_tiếng France_Football mời tham_gia bình_chọn cho danh_hiệu Quả Bóng_Vàng . 📌 Ngoài việc là phóng_viên thể_thao , Anh Ngọc từng là Trưởng cơ_quan thường_trú của Thông_tấn_xã Việt_Nam tại Ý trong giai_đoạn 2 < PHONE > và 2 < PHONE > . Với thực_tiễn trải_nghiệm trong công_việc , cuộc_sống , Anh Ngọc cũng đã cho ra_mắt những cuốn ký_sự viết về hành_trình khám_phá và tác_nghiệp của mình . Cuốn sách đầu_tay là "" Nước_Ý , câu_chuyện tình của tôi "" được phát_hành vào tháng 5/2012 có được nhiều đánh_giá rất tích_cực từ độc_giả . Các cuốn bút ký tiếp_theo "" Phút 90 + + "" ( 2013 ) , "" Nghìn ngày nước Ý , nghìn ngày yêu "" ( 2017 ) và "" Hẹn_hò với Paris "" ( 2018 ) đều nhận được sự quan_tâm của giới chuyên_môn cũng như bạn_đọc . _____________________ THỂ_THAO & VĂN_HÓA : Website : < URL > Youtube : < URL > Fanpage : < URL >",41,8,90
1425,"NGƯỜI CHẾT BA LÂN THỊT DA. CÔN NGUYỀN Năm 2015 . đồng chủ_công_an ấy đã anh đồng hy_sinh trong cuộc_chiến chống ma_túy ở Đắk_Nông ._Năm 2019 . đồng chỉ công_an ấy lại anh_dũng hy_sinh trọng cuộc_chiến chống lũ cứu dân ở Lâm_Đồng_Đầu năm 2020 , đồng chỉ công_an ấy tại tiếp_tục anh_dũng hy_sinh trọng cuộ < URL > ến giành đất với dân ở Đông_Tâm Hy_vọng đồng_chí ấy sẽ còn tiếp_tục anh_dũng hy_sinh nhiều lần nữa . Đồng_chí ấy vĩ_đại sống mãi trong sự_nghiệp của . báo_chí !",1,1,1
184,""" Chống Dịch Quyết_Liệt Nhưng Không Sợ_Hãi Đến Mức Không_Dám Làm_Gì ? "" Trích Lời Tổng_Bí_Thư , Chủ_Tịch Nước Nguyễn_Phú_Trọng",61,0,70
1286,"Cbi cách_ly cả cái Hp nay đen noi roi , Cả ngõ 132 An đà trốn mẹ hết rồi ... cách_ly gì nữa .. Bê cả đệm và quần_áo chạy ngõ tắt thì biết rồi đấ < URL > ỉ cách_ly theo_dõi thì có cần nthe ko hả zời : |",211,20,4
1182,"Ở Ý , khoa chăm_sóc đặc_biệt đầy các bệnh_nhân trẻ tuổi . Thật buồn vì Ý đã là một quốc_gia già nhưng người trẻ do tiệc_tùng quá_trớn nên bị nhiễm corona rất nhiều . Không biết hết dịch rồi thì dân_số Ý còn lệch thế_nào nữa ?",128,9,2
412,"Từng chút nước , người dân ở vựa_lúa lớn nhất cả nước đón đợt hạn , mặn khốc_liệt , nhiều khu_vực ở vùng sông_nước đang "" khát "" nước_ngọt .",43,0,0
1489,"Chúc_mừng các bạn mùa dịch mà ham_hố tham_gia các event . Em Nhung đã tham_dự pre-openning của Uniqlo và khả_năng cao cũng đã kịp "" trao_đổi "" vizu cho mấy bạn :)",219,68,37
1459,"CHÚNG_TA LÀM_GÌ KHI CÓ VẤN_ĐỀ SỨC_KHOẺ TRONG MÙA DỊCH ? Anh_Chị thân_mến , Khi đai dịch xảy đến , hệ_luỵ kéo_theo rất nhiều từ sức_khỏe , kinh_tế đến mọi lĩnh_vực trong xã_hội . Tuy_vậy ở bài viết ngắn_gọn này , Bs chỉ xin chia sẽ về 1 một góc của mảng sức_khoẻ : “ Chúng_ta sẽ phải làm gì khi có vấn_đề sức_khoẻ phát_sinh trong mùa dịch ? ” ... Để cho mọi người dễ hiểu , Bs xin lần_lượt phân_tích thế này : I. Vấn_đề sức_khoẻ đầu_tiên chúng_ta thường đặt ra đó là : Làm_sao để phân_biệt được giữa cảm cúm-ho-sốt-tức ngực khó thở gây ra bởi các nguyên_nhân khác hay do Covid19 . Đây là vấn_đề vô_cùng quan_trọng , quyết_định thái_độ xử_trí trong việc cách_ly cũng như những hoạt_động dự_phòng lây_nhiễm khác . 1 . Anh_Chị ạ , điểm nổi_bật đầu_tiên để chúng_ta nghĩ đến nhiễm Covid19 chính là CÓ YẾU_TỐ DỊCH_TỄ , điều này rất quan_trọng . Hiện_nay khi số_lượng người nhiễm trong nước đang tăng lên , số người về từ những vùng dịch cũng tăng lên … => yếu_tố dịch_tễ sẽ càng khó truy_tìm & không phải lúc_nào cũng có_thể xác_định rõ_ràng hoàn_toàn . Tuy_nhiên những người có nguy_cơ chính là những người đi từ vùng có dịch về hoặc những người có tiếp_xúc F1 , F2 hoặc thậm_chí cả F3 với người có xét_nghiệm dương_tính . Chúng_ta nên dừng lại ở “ F ” mấy thì có_thể gọi_là an_toàn ? Rất khó trả_lời , anh_chị ạ . Vì nguy_cơ lây_nhiễm còn phụ_thuộc vào rất nhiều yếu_tố . Tuy_nhiên khi chúng_ta chẳng may “ lọt vào ” danh_sách F1 => F3 thì việc theo_dõi những người F1 có dương_tính hay không cũng như để_ý những biểu_hiện triệu_chứng của mình và tự_chủ_động cách_ly ở nhà là điều rất cần_thiết . Ở nhà cách_ly cần lưu_ý những gì , anh_chị có_thể tham_khảo thêm tại video này : < URL > 2 . Điều thứ 2 , chúng_ta cần nghĩ nhiều đến nhiễm Covid19 khi có những biểu_hiện lâm_sàng tương_đối đặc_trưng của chúng , đặc_biệt là những người có yếu_tố dịch_tễ từ F3 trở_lại ._Triệu_chứng bao_gồm : HO_KHAN , MŨI HỌNG KHÔ , SỐT CAO , TỨC NGỰC KHÓ_THỞ NHIỀU . Bệnh_nhân rất ít khi hắt_xì_hơi , chảy nước_mũi miệng cũng như ít khi đau nhức_xương khớp toàn_thân như cảm cúm thông_thường . 3 . Điều thứ 3 , Bs rất mong anh_chị lưu_ý đó là có vô_vàn các nguyên_nhân gây ho , sốt , tức ngực , khó thở … Chúng_ta không chủ_quan về Covid19 nhưng chúng_ta cũng không nên quá hoang_mang khi có người_thân hoặc chính mình biểu_hiện những triệu_chứng trên ._Sốt có_thể gặp do mọc_răng , viêm tai giữa , việm họng , nhiễm vi rút cúm , sốt_xuất_huyết , viêm gan_A , sau uống thuốc_tây hoặc do các nguyên_nhân nhiễm_trùng khác ( Sỏi_mật , nhiễm_khuẩn tiết_niệu , áp xe ngoài_da , tắc ruột … ) ._Tức ngực khó thở có_thể do thiếu_máu , bệnh_lý tim_mạch , lười vận_động thể_dục thể_thao hoặc nằm lâu 1 tư_thế , bệnh_lý # của phổi … 4 . Điều cuối_cùng , sau khi áp_dụng những thông_tin trên nhưng vẫn hoang_mang hoặc chưa an_tâm liệu có nhiễm Covid19 hay không => Anh_Chị có_thể gọi điện hotline đường_dây nóng bộ Y_tế < PHONE > 8 hoặc hotline các BV tại các khu_vực ( có danh_sách public trên mạng ) để xin tư_vấn thêm , anh_chị nhé ! II. Vấn_đề thứ hai đó là chúng_ta cần phân_biệt vấn_đề sức_khoẻ cấp_cứu hay không , vì nó liên_quan đến thái_độ xử_trí . 1 . Tình_trạng cấp_cứu hay gặp nhất đó là những tai_nạn ( Giao_thông , ngã cao , tai_nạn trong công_xưởng , đâm chém … ) . Với những tổn_thương này chúng_ta cần vào trung_tâm y_tế gần nhất ( trạm y_tế , BV_huỵện , BV tỉnh … ) để đánh_giá & xử_trí ban_đầu . Nếu thực_sự rất cần_kíp mới xin chuyển lên tuyến cao hơn nữa , vì tang_sự di_chuyển cũng như tăng tiếp_xúc nhiều các Bv => tang nguy_cơ lây_nhiễm dịch . Với tai_nạn , Bs xin lưu_ý 3 điều : ➢ Thứ nhất đó là trước khi vào BV nào đó thì cần liên_hệ trước xem có bộ_phận trực cấp_cứu ngoại_khoa cũng như có bệnh_nhân nghi nhiễm Covid19 cách lý hay không để chúng_ta còn biết đường đi nước bước lúc đến viện . ➢ Thứ2 , nếu bệnh_nhân có kèm theo sốt từ trước khi tai_nạn => cũng cần thông_báo cho BV nơi mình chuẩn_bị đến thông_tin trên , để BV có giải_pháp đón_tiếp cũng như thăm khám đảm_bảo an_toàn cho cả đôi bên . ➢ Thứ 3 , vô_cùng hạn_chế lượng người_nhà đi theo vào viện trong giai_đoạn này , đặc_biệt là những người trên 60 tuổi hoặc trẻ_em . 2 . Ngoài tình_trạng cấp_cứu liên_quan tai_nạn , chúng_ta còn có những cấp_cứu bệnh_lý khác như lồng_ruột trẻ_em , xoắn tinh_hoàn , chuyển_dạ đẻ , nhồi_máu cơ_tim , tai_biến mạch_máu não , khó thở cấp_tính do các nguyên_nhân , đau bụng cấp , đau_đầu cấp_tính , co_giật , viêm túi_mật cấp , tắc ruột , sỏi kẹt niệu đạo-sỏi niệu_quản gây cơn đau_quặn thận , viêm ruột_thừa , thoát vị bẹn nghẹt , xuất_huyết đường tiêu_hoá … Với những tổn_thương bệnh_lý này , chúng_ta cũng cần ưu_tiên vào viện và cũng tuân_thủ theo lộ_trình như với những trường_hợp bị tai_nạn Bs đã trình_bày ở trên . Đó là tuần_tự sơ-cấp cứu từ tuyến thấp lên cao dần kèm theo cần liên_hệ trước với bệnh_viện để thông_báo nếu bệnh_nhân có sốt hoặc có những triệu_chứng kèm theo khác mà chúng_ta chưa thể loại_trừ nhiễm Covid19 khác ( Ho , tức ngực khó thở … ) . 3 . Với những bệnh_lý đã có từ trước ( Tiểu_đường , cao huyết_áp , hen xuyễn , suy thận , viêm da cơ_địa … ) hoặc cơ_thể biểu_hiện triệu_chứng chưa rầm_rộ như đau_lưng nhẹ_nhàng , mỏi vai gáy , đau_đầu âm_ỉ , mất_ngủ , huyết_áp hơi thấp , tiểu buốt mấy hôm , đau_nhức chân ràng , rối_loạn đại_tiện … Chúng_ta có_thể trì_hoãn hoặc xin tư_vấn từ xa từ những bạn bè-người thân làm trong chuyên_ngành đó hoặc nếu bí quá , anh_chị có_thể NHẮN_TIN cho Bs theo số 09.6 < PHONE > , Bs sẽ cố_gắng tư_vấn & định_hướng giúp anh_chị trong hết khả_năng của mình . ( Những lúc Bs đang phẫu_thuật có_thể sẽ chưa_thể trả_lời ngay được , anh_chị nhé ! Ngoài_ra khi nhắn_tin mọi người cần mổ tả kỹ các dấu_hiệu triệu_chứng cũng như giới_tính & tuổi_tác , tiền_sử bệnh_sử … để giúp Bs định_hình phần_nào ) . Thời_khắc khó_khăn này luôn cần mỗi chúng_ta đoàn_kết , san sẽ , giúp_đỡ và thương_yêu để cùng nhau đi qua đại_dịch . Như lời Bill_Gate nói “ Trước đại_dịch này , mỗi con_người chúng_ta trở_nên nhỏ_bé và tất_cả những vật_chất phù dù sẽ chẳng còn là gì khi … sức_khoẻ không còn ” . Yêu_thương mọi người . - Share vì cộng_đồng",3000,259,781
376,"NGỌT_NGÀO NHƯ NHỮNG KHUNG_CỬA MỘNG_MƠ Ở LONDON 🌸 🌹 🌷 🌳 Nhắc đến London , người_ta thường nghĩ ngay đến tháp đồng_hồ Big_Ben cổ_kính hay dòng sông Thames xanh nhưng ít ai biết được những cánh cửa ra vào nơi đây cũng góp_phần tô_điểm vẻ đẹp thành_phố . Bị mê_hoặc trước những cánh cửa nhà nên nhiếp_ảnh_gia_Bella_Foxwell đã đi khắp London_chụp lại trong 3 năm qua . Những cánh cửa mê_hoặc cô bởi nhiều lý_do . "" Nhiều người nói với tôi cửa nhắc_nhở họ về ngôi nhà thời thơ_ấu "" , cô nói . Mỗi cánh cửa còn cho thấy tính_cách của người đang sống hoặc làm_việc đằng sau nó . Đôi_khi cũng có_thể nghĩ đằng sau là quá_khứ , đằng trước là tương_lai ... Từ những con đường quyến_rũ ở Notting_Hill đến quận Brixton sôi_động . Từ màu hồng pastel đến màu lam tương_phản , những ngôi nhà gạch đỏ đến những cánh cửa sơn_mài ... Cho_dù sáng_tạo táo_bạo hay tinh_tế , có_thể thấy một điều rõ_ràng rằng , nhiều người London tự_hào trong việc tạo ra một ấn_tượng đầu_tiên về ngôi nhà của họ .",272,8,90
1421,"Một gia_đình tại cây_số 125 , xã Tà_Lài , huyện Tân_Phú , tỉnh Đồng_Nai chết 6 người vì nhiễm covid-19 . Trong đó có 4 người tẩm liệm ở bệnh_viện huyện Tân_Phú rồi chôn_cất mà không làm đám hay cho cha làm_phép ở nhà_thờ .",134,6,7
